3.237266000000000076e+03,2.977460000000000036e+03,2.836368000000000393e+03,2.539295999999999822e+03,2.338526999999999589e+03,2.331192999999999756e+03,2.150062999999999647e+03,2.297367000000000189e+03,2.210274000000000342e+03,2.203946999999999662e+03,2.144748999999999796e+03,2.029698000000000093e+03,2.022217999999999847e+03,1.949839000000000169e+03,2.007896999999999935e+03,1.920112000000000080e+03,1.906037999999999784e+03,1.837099000000000160e+03,1.810026999999999816e+03,1.758228000000000065e+03,1.760744000000000142e+03,1.606064000000000306e+03,1.541548999999999978e+03,1.683545999999999822e+03,1.590278999999999996e+03,1.620221000000000004e+03,1.684902000000000271e+03,1.562926999999999907e+03,1.537104000000000042e+03,1.529408000000000357e+03,1.477653000000000020e+03,1.385349000000000160e+03,1.470909999999999854e+03,1.538370000000000118e+03,1.498355000000000018e+03,1.448933000000000220e+03,1.387247999999999820e+03,1.366072999999999865e+03,1.361663000000000011e+03,1.375658000000000129e+03,1.290771999999999935e+03,1.244448000000000093e+03,1.207325000000000045e+03,1.232948000000000093e+03,1.272686000000000149e+03,1.293340999999999894e+03,1.261847999999999956e+03,1.244816000000000031e+03,1.246882999999999811e+03,1.290506000000000085e+03,1.237653000000000020e+03,1.216620999999999867e+03,1.209198999999999842e+03,1.205943999999999960e+03,1.230985999999999876e+03,1.178034000000000106e+03,1.241686999999999898e+03,1.326947999999999865e+03,1.306057000000000016e+03,1.133482000000000198e+03,1.111625999999999976e+03,1.133003999999999905e+03,1.187261999999999944e+03,9.714160000000000537e+02
3.164725999999999658e+03,3.005903999999999996e+03,2.762624999999999545e+03,2.513367999999999938e+03,2.369893999999999778e+03,2.344090000000000146e+03,2.250389999999999873e+03,2.217296000000000276e+03,2.171566000000000258e+03,2.165398000000000138e+03,2.192252999999999702e+03,2.116157000000000153e+03,2.062989000000000033e+03,2.076371999999999844e+03,2.249175999999999931e+03,2.054057999999999993e+03,2.019171999999999798e+03,1.824936999999999898e+03,1.819951000000000249e+03,1.839565999999999804e+03,1.875384999999999764e+03,1.878576000000000022e+03,1.921081999999999880e+03,1.730715000000000146e+03,1.656930000000000064e+03,1.726902000000000044e+03,1.759679000000000087e+03,1.867833000000000084e+03,1.798849000000000160e+03,1.722307999999999993e+03,1.650740999999999985e+03,1.661451999999999998e+03,1.578243000000000166e+03,1.529269000000000005e+03,1.415259999999999991e+03,1.424243999999999915e+03,1.440414999999999964e+03,1.515902999999999793e+03,1.415206999999999880e+03,1.400278000000000247e+03,1.334641999999999825e+03,1.319132000000000062e+03,1.339148999999999887e+03,1.280827000000000226e+03,1.318480999999999767e+03,1.333844000000000278e+03,1.255974999999999909e+03,1.308669000000000096e+03,1.266615999999999758e+03,1.207295000000000073e+03,1.250047000000000025e+03,1.209355000000000018e+03,1.204558999999999969e+03,1.141591999999999871e+03,1.176451000000000022e+03,1.215934000000000196e+03,1.127744000000000142e+03,1.168789999999999964e+03,1.174964000000000169e+03,1.241472999999999956e+03,1.216548999999999978e+03,1.194169999999999845e+03,1.190083000000000084e+03,9.301739999999999782e+02
3.213870999999999185e+03,2.737965999999999894e+03,2.499718999999999596e+03,2.533355000000000018e+03,2.544753000000000156e+03,2.571923999999999978e+03,2.573061000000000149e+03,2.440993999999999687e+03,2.390971000000000004e+03,2.338884000000000015e+03,2.252487999999999829e+03,2.030798999999999978e+03,1.969333999999999833e+03,1.925910999999999831e+03,1.828496000000000322e+03,1.858874999999999773e+03,1.768334000000000060e+03,1.721660000000000082e+03,1.645815000000000282e+03,1.691588000000000193e+03,1.709123999999999796e+03,1.790458000000000084e+03,1.652648999999999887e+03,1.739340999999999894e+03,1.579144000000000233e+03,1.605893000000000256e+03,1.487257000000000062e+03,1.462750999999999976e+03,1.505403999999999996e+03,1.448415999999999713e+03,1.461088999999999942e+03,1.424239999999999782e+03,1.381501999999999953e+03,1.364230999999999995e+03,1.289058999999999969e+03,1.310594999999999800e+03,1.294400000000000091e+03,1.284069000000000187e+03,1.327929999999999836e+03,1.336167000000000144e+03,1.319831999999999880e+03,1.255308999999999742e+03,1.269609999999999900e+03,1.296764000000000124e+03,1.303519999999999982e+03,1.233991999999999962e+03,1.243672000000000025e+03,1.272025999999999840e+03,1.290696999999999889e+03,1.295031000000000176e+03,1.234452999999999747e+03,1.237028000000000020e+03,1.214341999999999871e+03,1.158090999999999894e+03,1.217782999999999902e+03,1.146977999999999838e+03,1.127465999999999894e+03,1.186819999999999936e+03,1.151569999999999936e+03,1.108791000000000167e+03,1.153541000000000167e+03,1.133028999999999769e+03,1.177335000000000036e+03,9.989589999999998327e+02
3.142059999999999491e+03,3.092345000000000255e+03,2.856498000000000047e+03,2.688590000000000146e+03,2.528110999999999876e+03,2.408698999999999614e+03,2.361669999999999618e+03,2.355973000000000411e+03,2.238444999999999709e+03,2.138463000000000193e+03,2.185827000000000226e+03,2.118601000000000113e+03,2.030500999999999749e+03,1.954383999999999787e+03,1.879480999999999767e+03,1.874308999999999969e+03,1.801498000000000047e+03,1.749112999999999829e+03,1.682880000000000109e+03,1.714740000000000236e+03,1.808877000000000180e+03,1.688307000000000016e+03,1.715461000000000013e+03,1.644654999999999973e+03,1.608949000000000069e+03,1.613549000000000206e+03,1.521914000000000215e+03,1.537274000000000342e+03,1.545537000000000035e+03,1.487785000000000082e+03,1.488873999999999796e+03,1.543005000000000109e+03,1.523629000000000133e+03,1.374309999999999945e+03,1.342987000000000307e+03,1.392436000000000149e+03,1.486855000000000018e+03,1.468693999999999733e+03,1.436552999999999884e+03,1.346568999999999960e+03,1.309271999999999935e+03,1.372441000000000031e+03,1.347151000000000067e+03,1.294027999999999793e+03,1.293895999999999958e+03,1.271848999999999933e+03,1.195990999999999985e+03,1.229533999999999878e+03,1.257045000000000073e+03,1.151225000000000136e+03,1.156577999999999747e+03,1.111354000000000042e+03,1.168818999999999960e+03,1.203738000000000056e+03,1.205432999999999765e+03,1.188599999999999909e+03,1.181972999999999956e+03,1.118425000000000182e+03,1.093146999999999935e+03,1.088112000000000080e+03,1.137132000000000062e+03,1.159152000000000044e+03,1.289317000000000007e+03,1.040205000000000155e+03
3.463420999999999822e+03,2.992277000000000044e+03,2.761384000000000469e+03,2.670575999999999567e+03,2.596807000000000244e+03,2.481076999999999771e+03,2.407346000000000004e+03,2.398068999999999505e+03,2.251335999999999785e+03,2.174123000000000047e+03,2.139081000000000131e+03,2.034000999999999976e+03,1.988674000000000206e+03,2.105956000000000131e+03,2.040436000000000149e+03,2.024525000000000091e+03,2.065101000000000113e+03,2.073489999999999782e+03,2.192661999999999807e+03,1.969339999999999918e+03,1.916391000000000076e+03,1.808197000000000116e+03,1.686706000000000131e+03,1.622734999999999900e+03,1.617445999999999913e+03,1.478942000000000007e+03,1.607100999999999885e+03,1.622613999999999805e+03,1.582932000000000016e+03,1.542192999999999984e+03,1.470648999999999887e+03,1.493691000000000031e+03,1.502788000000000011e+03,1.370986999999999853e+03,1.500656999999999925e+03,1.569822000000000116e+03,1.550687999999999874e+03,1.460268000000000029e+03,1.442343000000000075e+03,1.408808999999999742e+03,1.331362999999999829e+03,1.368447000000000116e+03,1.337392000000000053e+03,1.369820000000000164e+03,1.329972999999999956e+03,1.357806000000000040e+03,1.331641999999999825e+03,1.212447000000000116e+03,1.249138999999999896e+03,1.206021999999999935e+03,1.209508999999999787e+03,1.275217000000000098e+03,1.201172000000000025e+03,1.173262999999999920e+03,1.189164000000000215e+03,1.176360999999999876e+03,1.157167000000000144e+03,1.129088999999999942e+03,1.171944999999999936e+03,1.192362000000000080e+03,1.184418999999999869e+03,1.219615000000000009e+03,1.194278000000000020e+03,9.864339999999999691e+02
3.243257999999999811e+03,3.054308999999999742e+03,2.905280999999999949e+03,2.660386000000000422e+03,2.661530000000000200e+03,2.348739000000000033e+03,2.177264999999999873e+03,2.070721000000000004e+03,2.165159000000000106e+03,2.096621000000000095e+03,2.116956999999999880e+03,1.932784999999999854e+03,1.945912000000000035e+03,2.029298999999999978e+03,2.047263000000000147e+03,1.980372000000000071e+03,1.901202000000000226e+03,1.762353000000000065e+03,1.784547000000000025e+03,1.784801999999999680e+03,1.796330999999999904e+03,1.724937999999999874e+03,1.740063000000000102e+03,1.682059999999999945e+03,1.635624000000000024e+03,1.588265000000000100e+03,1.523558999999999742e+03,1.504568000000000211e+03,1.508643000000000029e+03,1.534123000000000275e+03,1.478907000000000153e+03,1.544398999999999887e+03,1.551536000000000058e+03,1.480514999999999873e+03,1.463125999999999976e+03,1.411213999999999714e+03,1.478709999999999582e+03,1.401533999999999878e+03,1.351344000000000051e+03,1.403010999999999967e+03,1.281081999999999880e+03,1.321940000000000055e+03,1.334063000000000329e+03,1.302138000000000147e+03,1.314344000000000051e+03,1.257346000000000231e+03,1.185213000000000193e+03,1.230932000000000016e+03,1.246033999999999878e+03,1.228265999999999849e+03,1.236528000000000247e+03,1.173001999999999953e+03,1.214192999999999984e+03,1.215903000000000020e+03,1.164822999999999865e+03,1.201435999999999922e+03,1.188121000000000095e+03,1.119363999999999805e+03,1.211229999999999791e+03,1.156681000000000040e+03,1.130990000000000236e+03,1.070760999999999967e+03,1.094526000000000067e+03,9.374759999999998854e+02
2.970232999999999720e+03,2.615351999999999862e+03,2.384822000000000116e+03,2.365784000000000106e+03,2.408792999999999665e+03,2.387543000000000120e+03,2.354846000000000004e+03,2.399586000000000240e+03,2.208463999999999942e+03,2.125320000000000164e+03,2.019374000000000024e+03,1.955122000000000298e+03,1.904441000000000031e+03,1.938280999999999949e+03,1.828101999999999862e+03,1.904997999999999820e+03,1.801184999999999945e+03,1.663314999999999827e+03,1.661723999999999933e+03,1.752482999999999720e+03,1.639735999999999876e+03,1.580859999999999900e+03,1.540345999999999776e+03,1.405204000000000178e+03,1.580546000000000049e+03,1.644603000000000065e+03,1.625520000000000209e+03,1.558009000000000242e+03,1.535911000000000058e+03,1.591875999999999749e+03,1.524264000000000124e+03,1.447084000000000060e+03,1.460909999999999854e+03,1.384880999999999858e+03,1.344924999999999955e+03,1.418000000000000000e+03,1.398246000000000095e+03,1.276910000000000309e+03,1.288323999999999842e+03,1.316428999999999860e+03,1.365119999999999891e+03,1.329176000000000386e+03,1.344697999999999865e+03,1.355777000000000044e+03,1.442987999999999829e+03,1.367792999999999665e+03,1.340272999999999911e+03,1.310625000000000227e+03,1.324290999999999940e+03,1.320137999999999920e+03,1.293004999999999882e+03,1.287070999999999913e+03,1.175336999999999989e+03,1.184845000000000027e+03,1.130627999999999929e+03,1.148882000000000062e+03,1.134676000000000158e+03,1.201583000000000084e+03,1.216547999999999774e+03,1.193297999999999774e+03,1.178319999999999936e+03,1.289508000000000266e+03,1.341183000000000220e+03,9.604130000000000109e+02
3.209650999999999840e+03,2.809789999999999509e+03,2.521972000000000207e+03,2.469243999999999687e+03,2.278768999999999323e+03,2.123551999999999680e+03,2.206824000000000524e+03,2.201335000000000036e+03,2.169719000000000051e+03,2.172722000000000207e+03,2.156092000000000098e+03,2.063476999999999862e+03,2.006537999999999784e+03,2.018705999999999676e+03,2.011286000000000058e+03,1.908028999999999996e+03,1.989888999999999896e+03,2.011162000000000035e+03,1.887006000000000085e+03,1.848452000000000226e+03,1.784923999999999978e+03,1.765483000000000175e+03,1.825842000000000098e+03,1.777663000000000011e+03,1.772369000000000142e+03,1.779779999999999973e+03,1.711183000000000220e+03,1.661551999999999907e+03,1.575707000000000107e+03,1.545425999999999704e+03,1.521428999999999860e+03,1.563197999999999865e+03,1.500364000000000033e+03,1.453999000000000251e+03,1.415168999999999869e+03,1.404596000000000004e+03,1.522256000000000085e+03,1.453280999999999949e+03,1.471679999999999836e+03,1.509586000000000013e+03,1.550981000000000222e+03,1.453631000000000085e+03,1.385666999999999916e+03,1.449914000000000215e+03,1.383273999999999887e+03,1.287279000000000224e+03,1.264064999999999827e+03,1.331108999999999924e+03,1.223778999999999996e+03,1.214052000000000135e+03,1.268443999999999960e+03,1.212724999999999909e+03,1.264979000000000042e+03,1.284454000000000178e+03,1.238558999999999969e+03,1.153003999999999678e+03,1.186322999999999865e+03,1.177584000000000060e+03,1.136943999999999960e+03,1.184622000000000071e+03,1.186971000000000004e+03,1.128906999999999925e+03,1.113659000000000106e+03,8.854259999999999309e+02
3.130927000000000135e+03,2.848327999999999975e+03,2.905445999999999458e+03,2.565750000000000455e+03,2.476707000000000335e+03,2.372239000000000033e+03,2.387697000000000116e+03,2.276713999999999942e+03,2.150275999999999840e+03,2.124016000000000076e+03,1.996893000000000029e+03,1.954326000000000022e+03,1.885519000000000005e+03,1.836506000000000085e+03,1.838757000000000062e+03,1.790640000000000100e+03,1.762106999999999971e+03,1.823575000000000045e+03,1.765408999999999878e+03,1.900740000000000236e+03,1.713144000000000233e+03,1.711367999999999938e+03,1.666827999999999975e+03,1.676519000000000005e+03,1.618076999999999771e+03,1.595742999999999938e+03,1.617335999999999785e+03,1.490478000000000065e+03,1.611405999999999949e+03,1.530290999999999940e+03,1.621712999999999965e+03,1.483697000000000116e+03,1.472168000000000120e+03,1.418883999999999787e+03,1.421097999999999956e+03,1.431487000000000080e+03,1.403220999999999776e+03,1.322777000000000044e+03,1.289690000000000055e+03,1.346159000000000106e+03,1.259752999999999929e+03,1.285125000000000000e+03,1.181935999999999922e+03,1.167702999999999747e+03,1.213096000000000004e+03,1.257570000000000164e+03,1.307592000000000098e+03,1.252912000000000035e+03,1.354043999999999869e+03,1.316394000000000005e+03,1.278372000000000298e+03,1.291447999999999865e+03,1.328764000000000124e+03,1.466801000000000158e+03,1.307982999999999947e+03,1.289866999999999962e+03,1.236277000000000044e+03,1.262538000000000011e+03,1.255537999999999784e+03,1.223193999999999960e+03,1.215413999999999987e+03,1.213942999999999984e+03,1.160238000000000056e+03,9.377609999999999673e+02
3.312356000000000222e+03,2.861628999999999905e+03,2.626204999999999927e+03,2.551926000000000386e+03,2.496442000000000007e+03,2.326975999999999658e+03,2.291716000000000349e+03,2.330745000000000346e+03,2.215080999999999676e+03,2.220539999999999964e+03,2.019415000000000191e+03,1.965685999999999922e+03,2.142731000000000222e+03,2.021889999999999873e+03,1.897122000000000298e+03,1.888585000000000036e+03,1.867178999999999860e+03,1.802739000000000033e+03,1.770697000000000116e+03,1.847970000000000027e+03,1.855173000000000002e+03,1.593872000000000071e+03,1.637279999999999973e+03,1.707170999999999822e+03,1.705698000000000093e+03,1.594621000000000095e+03,1.563744000000000142e+03,1.461716999999999871e+03,1.383774999999999864e+03,1.306595000000000027e+03,1.374960999999999785e+03,1.468581000000000131e+03,1.427478000000000065e+03,1.416607999999999720e+03,1.365711999999999989e+03,1.300337999999999738e+03,1.362446999999999889e+03,1.366445999999999913e+03,1.333970000000000027e+03,1.368909000000000106e+03,1.392808999999999969e+03,1.299807000000000016e+03,1.342998000000000047e+03,1.273678000000000111e+03,1.305588999999999942e+03,1.346087999999999965e+03,1.362936999999999898e+03,1.289918999999999869e+03,1.204656999999999698e+03,1.179299999999999955e+03,1.219547000000000025e+03,1.317829999999999927e+03,1.340424000000000206e+03,1.330326999999999998e+03,1.296071000000000140e+03,1.259666000000000167e+03,1.179999000000000024e+03,1.130328999999999951e+03,1.122836999999999989e+03,1.188641999999999825e+03,1.239067999999999984e+03,1.248512000000000171e+03,1.202603999999999814e+03,1.054216999999999871e+03
